show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s142;Movie;Extraction;Steven C. Miller;2021-09-01;2015;Adults;When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.;82;Minutes
s143;Movie;Freedom Writers;Richard LaGravenese;2021-09-01;2007;Teens;While her at-risk students are reading classics such as The Diary of Anne Frank, a teacher asks them to keep journals about their troubled lives.;124;Minutes
s144;Movie;Green Lantern;Martin Campbell;2021-09-01;2011;Teens;Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.;114;Minutes
s145;Movie;House Party;Reginald Hudlin;2021-09-01;1990;Adults;Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.;104;Minutes
s146;Movie;House Party 2;George Jackson, Doug McHenry;2021-09-01;1991;Adults;Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.;94;Minutes
s147;Movie;House Party 3;Eric Meza;2021-09-01;1994;Adults;After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.;94;Minutes
s148;TV Show;How to Be a Cowboy;Unknown;2021-09-01;2021;Older Kids;Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.;1;Seasons
s149;TV Show;HQ Barbers;Gerhard Mostert;2021-09-01;2020;Teens;When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.;1;Seasons
s150;Movie;I Got the Hook Up;Michael Martin;2021-09-01;1998;Adults;After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.;93;Minutes
s151;Movie;In Too Deep;Michael Rymer;2021-09-01;1999;Adults;Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.;97;Minutes
s152;Movie;Initial D;Andrew Lau Wai-keung, Alan Mak;2021-09-01;2005;Teens;By day, an 18-year-old delivers tofu for his father, a retired race car driver but by night, it's the teen's turn to take the wheel.;109;Minutes
s153;Movie;Janoskians: Untold and Untrue;Brett Weiner;2021-09-01;2016;Adults;Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.;88;Minutes
s154;TV Show;Kid-E-Cats;Unknown;2021-09-01;2016;Kids;Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.;2;Seasons
s155;TV Show;Kuroko's Basketball;Unknown;2021-09-01;2015;Adults;Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.;3;Seasons
s156;Movie;Labyrinth;Jim Henson;2021-09-01;1986;Older Kids;In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.;101;Minutes
s157;Movie;Letters to Juliet;Gary Winick;2021-09-01;2010;Older Kids;By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.;105;Minutes
s158;Movie;Level 16;Danishka Esterhazy;2021-09-01;2018;Teens;In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.;102;Minutes
s159;Movie;Love Don't Cost a Thing;Troy Byer;2021-09-01;2003;Teens;A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.;101;Minutes
s160;Movie;Love in a Puff;Pang Ho-cheung;2021-09-01;2010;Adults;When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.;103;Minutes
s161;TV Show;Major Dad;Unknown;2021-09-01;1992;Older Kids;When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.;4;Seasons
s162;Movie;Mars Attacks!;Tim Burton;2021-09-01;1996;Teens;As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.;106;Minutes
s163;Movie;Marshall;Reginald Hudlin;2021-09-01;2017;Teens;This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.;118;Minutes
s164;Movie;My Boss's Daughter;David Zucker;2021-09-01;2003;Adults;A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.;86;Minutes
s165;Movie;Mystery Men;Kinka Usher;2021-09-01;1999;Teens;A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.;121;Minutes
s166;TV Show;Oldsters;Unknown;2021-09-01;2019;Adults;Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.;1;Seasons
s167;Movie;Once Upon a Time in America;Sergio Leone;2021-09-01;1984;Adults;Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.;229;Minutes
s168;Movie;Open Season 2;Matthew O'Callaghan, Todd Wilderman;2021-09-01;2008;Older Kids;Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.;76;Minutes
s169;Movie;Osmosis Jones;Bobby Farrelly, Peter Farrelly;2021-09-01;2001;Older Kids;Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.;95;Minutes
s170;Movie;Poseidon;Wolfgang Petersen;2021-09-01;2006;Teens;A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.;98;Minutes
s171;Movie;Rhyme & Reason;Peter Spirer;2021-09-01;1997;Adults;The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.;89;Minutes
s172;Movie;Same Kind of Different as Me;Michael Carney;2021-09-01;2017;Teens;A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.;120;Minutes
s173;Movie;School of Rock;Richard Linklater;2021-09-01;2003;Teens;Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.;110;Minutes
s174;Movie;Snervous Tyler Oakley;Amy Rice;2021-09-01;2015;Teens;The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international Slumber Party tour.;83;Minutes
s175;Movie;Tears of the Sun;Antoine Fuqua;2021-09-01;2003;Adults;A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.;121;Minutes
s176;Movie;The Blue Lagoon;Randal Kleiser;2021-09-01;1980;Adults;Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.;105;Minutes
s177;Movie;The Golden Child;Michael Ritchie;2021-09-01;1986;Teens;A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.;94;Minutes
s178;Movie;The Guns of Navarone;J. Lee Thompson;2021-09-01;1961;Teens;During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.;156;Minutes
s179;Movie;The Interview;Evan Goldberg, Seth Rogen;2021-09-01;2014;Adults;Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.;112;Minutes
s180;Movie;The Nutty Professor;Tom Shadyac;2021-09-01;1996;Teens;After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.;95;Minutes
s181;Movie;The Nutty Professor II: The Klumps;Peter Segal;2021-09-01;2000;Teens;After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.;107;Minutes
s182;TV Show;Turning Point: 9/11 and the War on Terror;Unknown;2021-09-01;2021;Teens;This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.;1;Seasons
s183;Movie;Welcome Home Roscoe Jenkins;Malcolm D. Lee;2021-09-01;2008;Teens;R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.;114;Minutes
s184;Movie;In the Line of Fire;Wolfgang Petersen;2021-08-31;1993;Adults;A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.;129;Minutes
s185;TV Show;Sparking Joy;Unknown;2021-08-31;2021;Older Kids;In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world.;1;Seasons
s186;Movie;Untold: Crime & Penalties;Chapman Way, Maclain Way;2021-08-31;2021;Adults;They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.;86;Minutes
s187;TV Show;Hometown Cha-Cha-Cha;Unknown;2021-08-29;2021;Teens;A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.;1;Seasons
s188;TV Show;The Ingenuity of the Househusband;Unknown;2021-08-29;2021;Kids;A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.;1;Seasons
s189;Movie;2 Alone in Paris;Ramzy Bedia, Éric Judor;2021-08-28;2008;Adults;A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.;97;Minutes
s190;TV Show;Bread Barbershop;Unknown;2021-08-28;2020;Kids;In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.;2;Seasons
s191;Movie;Thimmarusu;Sharan Koppisetty;2021-08-28;2021;Teens;Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.;125;Minutes
s192;Movie;Wind River;Taylor Sheridan;2021-08-28;2017;Adults;A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.;107;Minutes
s193;Movie;C Kkompany;Sachin Yardi;2021-08-27;2008;Teens;Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.;127;Minutes
s194;TV Show;D.P.;Unknown;2021-08-27;2021;Adults;A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.;1;Seasons
s195;TV Show;Deadly Sins;Unknown;2021-08-27;2002;Adults;A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.;1;Seasons
s196;Movie;EMI: Liya Hai To Chukana Padega;Saurabh Kabra;2021-08-27;2008;Teens;A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.;128;Minutes
s197;Movie;He's All That;Mark Waters;2021-08-27;2021;Teens;An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic She's All That.;92;Minutes
s198;TV Show;I Heart Arlo;Unknown;2021-08-27;2021;Older Kids;It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.;1;Seasons
s199;TV Show;King of Boys: The Return of the King;Kemi Adetiba;2021-08-27;2021;Adults;Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.;1;Seasons
